projectName,openedDate,resolvedDate,locationName,itemSymptom,assignedGroup,contactType,priorityLevel,taskType
Novelis,5/2/2016 15:19:00,8/24/2016 16:19:00,NSA - Pinda,Novelis Specific Software - Data Issue,IT App NSA Design to Deploy L2,Phone,3 - Normal,Incident
Novelis,10/26/2014 15:20:00,8/23/2016 16:12:00,NNA/Corp - Atlanta HQ,Metal Materials,SAP Manufacturing Master Data Team,Phone,3 - Moderate,Catalog Task
Novelis,1/20/2016 15:20:00,8/22/2016 13:33:00,NNA - Kennesaw R&T,Sharepoint - How to,IT App Global Sharepoint 2013 L2,Self-service,3 - Normal,Incident
Novelis,12/22/2014 15:20:00,8/18/2016 15:24:00,NSA - Pinda,Oracle - How to,IT Service Desk NSA L1,Phone,3 - Normal,Incident
Novelis,2/25/2015 15:20:00,8/18/2016 15:24:00,NSA - Sao Paulo,Oracle - How to,IT Service Desk NSA L1,Phone,3 - Normal,Incident
Novelis,1/1/2014 15:23:00,8/18/2016 15:42:00,NNA/Corp - Atlanta HQ,Webex - All Other Issues,IT Service Desk NNA L1,Phone,3 - Normal,Incident
Novelis,10/18/2015 15:23:00,8/18/2016 15:25:00,NSA - Utinga,Windows Configuration,IT Service Desk NSA L1,Phone,3 - Normal,Incident
Novelis,7/17/2014 15:26:00,8/18/2016 23:29:00,NNA - Oswego,Metal Materials,SAP Oswego Plant Controllers,Phone,3 - Moderate,Catalog Task
Novelis,2/24/2015 15:30:00,8/19/2016 07:45:00,NNA - Novi,Add User to Active Directory,IT FIM AD Request Service Desk L2,Phone,3 - Moderate,Catalog Task
Novelis,2/19/2015 15:31:00,8/18/2016 17:22:00,NNA/Corp - Atlanta HQ,Active Directory - Profile Issue,IT Service Desk NNA L1,Phone,3 - Normal,Incident
Novelis,7/25/2014 15:31:00,8/18/2016 15:35:00,NSA - Pinda,Windows Configuration,IT Service Desk NSA L1,Phone,3 - Normal,Incident
Novelis,7/8/2015 15:36:00,8/18/2016 23:38:00,NNA/Corp - Atlanta HQ,Metal Materials,SAP Oswego Plant Controllers,Phone,3 - Moderate,Catalog Task
Novelis,3/22/2014 15:37:00,8/19/2016 11:24:00,NNA - Kennesaw R&T,Software Install,IT Desktop Kennesaw L2,Chat,3 - Normal,Incident
Novelis,1/12/2016 15:37:00,8/18/2016 15:59:00,NNA/Corp - Atlanta HQ,Metal Materials,SAP Oswego Product Engineers,Phone,3 - Moderate,Catalog Task
Novelis,11/22/2015 15:39:00,8/22/2016 13:39:00,NNA - Kingston,Hardware Replacement,IT Desktop Kingston L2,Self-service,3 - Normal,Incident
Novelis,12/12/2015 15:44:00,8/19/2016 07:21:00,NNA - Novi,Metal Materials,SAP Tolling Planner,Phone,3 - Moderate,Catalog Task
Novelis,2/16/2014 15:45:00,8/19/2016 07:06:00,NNA/Corp - Atlanta HQ,Metal Materials,SAP Manufacturing Master Data Team,Phone,3 - Moderate,Catalog Task
Novelis,7/20/2016 15:45:00,1/1/1900 00:00:00,NSA - Pinda,Oracle - All Other Issues,IT App NSA Oracle Upgrade L2,Phone,3 - Normal,Incident
Novelis,3/16/2016 15:56:00,8/19/2016 12:43:00,NNA/Corp - Atlanta HQ,Metal Materials,SAP Manufacturing Master Data Team,Phone,3 - Moderate,Catalog Task
Novelis,3/11/2015 15:59:00,8/18/2016 23:45:00,NNA/Corp - Atlanta HQ,Metal Materials,SAP Oswego Plant Controllers,Phone,3 - Moderate,Catalog Task
Novelis,5/17/2016 15:59:00,1/1/1900 00:00:00,NNA/Corp - Atlanta HQ,Security - Authorization,IT App SAP-Security L2,Phone,3 - Normal,Incident
Novelis,1/21/2015 16:01:00,8/23/2016 17:22:00,NNA - Kingston,Metal Materials,R&D - Development,Phone,3 - Moderate,Catalog Task
Novelis,6/14/2014 16:01:00,8/22/2016 15:06:00,NNA - Kingston,Metal Materials,R&D - Development,Phone,3 - Moderate,Catalog Task
Novelis,6/3/2014 16:02:00,8/22/2016 09:21:00,NNA - Oswego,Metal Materials,SAP Oswego Product Engineers,Phone,3 - Moderate,Catalog Task
Novelis,6/6/2015 16:03:00,8/19/2016 04:02:00,NNA - Oswego,Metal Materials,SAP Oswego Product Engineers,Phone,3 - Moderate,Catalog Task
Novelis,9/12/2014 16:03:00,8/18/2016 17:16:00,NNA/Corp - Atlanta HQ,Outlook - Troubleshoot,IT Messaging L2,Phone,2 - Urgent,Incident
Novelis,12/21/2014 16:04:00,1/1/1900 00:00:00,NNA/Corp - Atlanta HQ,Configuration Issue,ServiceNow Support L2,Phone,3 - Normal,Incident
Novelis,9/14/2014 16:05:00,8/19/2016 08:20:00,NNA/Corp - Atlanta HQ,Metal Materials,SAP Manufacturing Master Data Team,Phone,3 - Moderate,Catalog Task
Novelis,1/1/2016 16:10:00,8/22/2016 02:41:00,NNA - Oswego,New eMail Account,IT Messaging L2,Phone,3 - Moderate,Catalog Task
Novelis,12/28/2015 16:12:00,8/22/2016 09:23:00,NNA - Novi,Software Installation Request,IT SCCM Software Distribution Service Desk L2,Phone,3 - Moderate,Catalog Task
Novelis,9/24/2014 16:12:00,8/19/2016 10:12:00,NNA/Corp - Atlanta HQ,Outlook - Configuration,IT Messaging L2,Phone,3 - Normal,Incident
Novelis,1/6/2015 16:13:00,8/19/2016 14:22:00,NNA/Corp - Atlanta HQ,Metal Materials,SAP Manufacturing Master Data Team,Phone,3 - Moderate,Catalog Task
Novelis,8/1/2015 16:15:00,8/19/2016 09:57:00,NNA/Corp - Atlanta HQ,PC / Laptop Device Issue,IT Desktop Oswego L2,Self-service,3 - Normal,Incident
Novelis,6/27/2014 16:19:00,8/18/2016 17:24:00,NNA/Corp - Atlanta HQ,PC / Laptop Device Issue,IT Service Desk NNA L1,Chat,3 - Normal,Incident
Novelis,1/23/2015 16:25:00,8/18/2016 17:27:00,NNA/Corp - Atlanta HQ,PC / Laptop Device Issue,IT Service Desk NNA L1,Chat,3 - Normal,Incident
Novelis,4/3/2016 16:29:00,8/19/2016 12:53:00,NNA - Kingston,Novelis Specific Software - Access/Permi,IT Desktop Kingston L2,Self-service,3 - Normal,Incident
Novelis,8/27/2015 16:35:00,8/19/2016 14:27:00,NSA - Pinda,Windows - All Other Issues,IT Desktop Pinda L2,Phone,3 - Normal,Incident
Novelis,7/18/2016 16:39:00,8/19/2016 11:35:00,NNA/Corp - Atlanta HQ,MS Office - All Other Issues,IT Service Desk NNA L1,Self-service,2 - Urgent,Incident
Novelis,8/1/2015 16:50:00,8/22/2016 12:00:00,NNA - Novi,Metal Materials,SAP Automotive Product Management,Phone,3 - Moderate,Catalog Task
Novelis,8/5/2014 16:57:00,8/19/2016 04:38:00,NNA/Corp - Atlanta HQ,Metal Materials,SAP Oswego Product Engineers,Phone,3 - Moderate,Catalog Task
Novelis,1/13/2015 16:58:00,8/18/2016 22:32:00,NNA - Kingston,Shared Folder: Creation and Access Request ,IT Active Directory L2,Phone,3 - Moderate,Catalog Task
Novelis,8/23/2015 17:00:00,8/18/2016 22:05:00,NNA - Kingston,Shared Folder: Creation and Access Request ,IT Active Directory L2,Phone,3 - Moderate,Catalog Task
Novelis,7/2/2016 17:03:00,8/18/2016 22:56:00,NNA/Corp - Atlanta HQ,Active Directory Computer Object Request,IT Active Directory L2,Phone,3 - Moderate,Catalog Task
Novelis,11/13/2015 17:05:00,8/19/2016 04:14:00,NNA - Novi,Metal Materials,SAP Oswego Product Engineers,Phone,3 - Moderate,Catalog Task
Novelis,11/18/2015 17:15:00,8/23/2016 11:22:00,NNA/Corp - Atlanta HQ,Metal Materials,SAP Oswego Product Engineers,Phone,3 - Moderate,Catalog Task
Novelis,8/14/2016 17:16:00,8/23/2016 11:20:00,NNA/Corp - Atlanta HQ,Metal Materials,SAP Oswego Product Engineers,Phone,3 - Moderate,Catalog Task
Novelis,2/12/2015 17:57:00,8/19/2016 10:13:00,NNA - Kingston,PC / Laptop Troubleshoot,IT Service Desk NNA L1,Phone,3 - Normal,Incident
Novelis,5/25/2014 19:43:00,8/18/2016 23:06:00,NA - YeongJu,Lotus Notes Administration,IT Messaging L2,Phone,3 - Moderate,Catalog Task
Novelis,8/23/2014 19:58:00,8/18/2016 20:02:00,NA - YeongJu,Active Directory - Password Reset,IT Service Desk NA L1,Self-service,3 - Normal,Incident
Novelis,1/11/2015 20:09:00,8/18/2016 20:12:00,NA - YeongJu,Active Directory - Password Reset,IT Service Desk NA L1,Phone,3 - Normal,Incident
Novelis,2/10/2016 20:19:00,8/31/2016 03:31:00,NA - Seoul,Software Install,IT Desktop YeongJu L2,Phone,3 - Normal,Incident
Novelis,6/11/2014 21:34:00,8/18/2016 22:02:00,NA - Ulsan,Printer Device Issue,IT Desktop Ulsan L2,Phone,2 - Urgent,Incident
Novelis,2/14/2014 21:39:00,8/24/2016 11:55:00,NSA - Pinda,Oracle - All Other Issues,IT App NSA Oracle Upgrade L2,Phone,3 - Normal,Incident
Novelis,7/6/2016 21:44:00,8/19/2016 00:50:00,NA - Ulsan,Printer Device Issue,IT Desktop Ulsan L2,Phone,3 - Normal,Incident
Novelis,11/29/2014 21:52:00,8/25/2016 00:01:00,NA - Seoul,Employee and Contractor Off Boarding,IT Desktop Seoul L2,Phone,3 - Moderate,Catalog Task
Novelis,11/20/2014 21:52:00,8/19/2016 02:49:00,NA - Seoul,Employee and Contractor Off Boarding,IT Messaging L2,Phone,3 - Moderate,Catalog Task
Novelis,5/2/2015 21:53:00,8/19/2016 07:34:00,NNA/Corp - Atlanta HQ,Metal Materials,SAP Manufacturing Master Data Team,Phone,3 - Moderate,Catalog Task
Novelis,10/5/2015 21:58:00,8/19/2016 14:52:00,NNA/Corp - Atlanta HQ,Metal Materials,SAP Manufacturing Master Data Team,Phone,3 - Moderate,Catalog Task
Novelis,2/24/2014 22:09:00,8/19/2016 12:03:00,NNA/Corp - Atlanta HQ,Metal Materials,SAP Manufacturing Master Data Team,Phone,3 - Moderate,Catalog Task
Novelis,10/20/2014 22:09:00,8/18/2016 22:40:00,NA - Ulsan,Office 365 Distribution List Changes,IT Messaging L2,Phone,3 - Moderate,Catalog Task
Novelis,5/19/2014 22:12:00,8/18/2016 22:17:00,NA - YeongJu,Printer Troubleshoot,IT Desktop YeongJu L2,Phone,3 - Normal,Incident
Novelis,8/13/2016 22:13:00,8/19/2016 10:42:00,NNA - Oswego,Transfer Pricing,SAP Administrative Master Data Team,Phone,3 - Moderate,Catalog Task
Novelis,1/19/2014 22:16:00,8/18/2016 22:20:00,NA - Ulsan,Windows - All Other Issues,IT Service Desk NA L1,Phone,3 - Normal,Incident
Novelis,1/5/2016 22:18:00,8/18/2016 22:22:00,NA - YeongJu,Novelis Specific Software - How To,IT Service Desk NA L1,Phone,3 - Normal,Incident
Novelis,6/10/2015 22:25:00,8/18/2016 22:29:00,NA - YeongJu,Novelis Specific Software - Software Iss,IT Desktop YeongJu L2,Phone,3 - Normal,Incident
Novelis,9/3/2015 22:33:00,8/19/2016 08:02:00,,Network Device Issue,IT Network L2,Phone,3 - Normal,Incident
Novelis,8/15/2016 23:13:00,8/18/2016 23:28:00,NSA - Pinda,Oracle - All Other Issues,IT Service Desk NSA L1,Phone,3 - Normal,Incident
Novelis,3/20/2015 23:29:00,8/19/2016 14:34:00,NNA - Oswego,Metal Materials,SAP Manufacturing Master Data Team,Phone,3 - Moderate,Catalog Task
Novelis,2/20/2014 23:38:00,8/19/2016 07:46:00,NNA/Corp - Atlanta HQ,Metal Materials,SAP Manufacturing Master Data Team,Phone,3 - Moderate,Catalog Task
Novelis,12/18/2015 23:44:00,8/18/2016 23:52:00,NNA/Corp - Atlanta HQ,Software How to,IT Service Desk NNA L1,Phone,3 - Normal,Incident
Novelis,4/29/2014 23:45:00,8/19/2016 07:25:00,NNA/Corp - Atlanta HQ,Metal Materials,SAP Manufacturing Master Data Team,Phone,3 - Moderate,Catalog Task
Novelis,1/25/2015 23:46:00,8/18/2016 23:51:00,NSA - Pinda,Oracle - All Other Issues,IT Service Desk NSA L1,Phone,3 - Normal,Incident
Novelis,5/9/2016 23:47:00,8/19/2016 00:36:00,NNA - Kingston,Novelis Specific Software - Software Iss,IT App NNA KIT Shopfloor L2,Phone,2 - Urgent,Incident
Novelis,12/27/2014 00:05:00,8/19/2016 00:30:00,NA - Klang Malaysia,Status Check Incident,IT Service Desk NNA L1,Chat,4 - Low,Incident
Novelis,7/9/2014 00:18:00,8/19/2016 00:32:00,NA - Ulsan,MS Office - All Other Issues,IT Desktop Ulsan L2,Phone,3 - Normal,Incident
Novelis,3/2/2014 00:39:00,8/25/2016 07:47:00,NSA - Pinda,Windows Troubleshoot,IT Service Desk NSA L1,Phone,3 - Normal,Incident
Novelis,4/1/2014 00:48:00,8/19/2016 01:00:00,NA - Seoul,Novelis Specific Software - Configuration,IT Desktop Seoul L2,Walk-in,3 - Normal,Incident
Novelis,6/1/2014 01:11:00,8/23/2016 09:32:00,NA - YeongJu,New eMail Account,IT Messaging L2,Phone,3 - Moderate,Catalog Task
Novelis,10/27/2015 01:13:00,8/23/2016 08:41:00,NA - YeongJu,New eMail Account,IT Messaging L2,Phone,3 - Moderate,Catalog Task
Novelis,7/6/2016 01:18:00,8/19/2016 05:31:00,NSA - Pinda,Novelis Specific Software - Data Issue,IT Service Desk NSA L1,Phone,3 - Normal,Incident
Novelis,6/11/2014 01:28:00,8/19/2016 01:54:00,NE - Goettingen,Status Check Request,IT Service Desk NE L1,Phone,3 - Normal,Incident
Novelis,8/3/2015 01:37:00,8/19/2016 01:43:00,NE - Nachterstedt,Contractor Information Update,IT FIM AD Request Service Desk L2,Phone,3 - Moderate,Catalog Task
Novelis,5/8/2014 01:47:00,8/19/2016 10:29:00,NNA/Corp - Atlanta HQ,New eMail Account,IT Messaging L2,Phone,3 - Moderate,Catalog Task
Novelis,5/9/2014 01:49:00,8/19/2016 10:34:00,NNA/Corp - Atlanta HQ,New eMail Account,IT Messaging L2,Phone,3 - Moderate,Catalog Task
Novelis,6/24/2014 01:59:00,8/19/2016 10:20:00,NNA - Berea,New eMail Account,IT Messaging L2,Phone,3 - Moderate,Catalog Task
Novelis,4/22/2015 02:08:00,8/24/2016 22:30:00,NA - Klang Malaysia,Employee and Contractor Off Boarding,IT Desktop Malaysia L2,Phone,3 - Moderate,Catalog Task
Novelis,9/18/2015 02:08:00,8/22/2016 18:10:00,NA - Klang Malaysia,Employee and Contractor Off Boarding,IT FIM AD Request Service Desk L2,Phone,3 - Moderate,Catalog Task
Novelis,8/29/2014 02:08:00,8/19/2016 02:49:00,NA - Klang Malaysia,Employee and Contractor Off Boarding,IT Messaging L2,Phone,3 - Moderate,Catalog Task
Novelis,5/1/2014 02:21:00,8/19/2016 05:11:00,NNA/Corp - Atlanta HQ,SAP Password Reset,IT App SAP GT Password ServiceDesk L1,Phone,3 - Moderate,Catalog Task
Novelis,1/8/2015 02:22:00,8/19/2016 02:25:00,NA - Ulsan,Novelis Specific Software - Access/Permi,IT Service Desk NA L1,Phone,3 - Normal,Incident
Novelis,8/13/2015 02:26:00,9/5/2016 12:09:00,NE - Goettingen,Feedback,ServiceNow Support L2,Self-service,3 - Normal,Incident
Novelis,4/19/2015 02:27:00,8/19/2016 07:12:00,,Application Access Management,IT APP NA BS L2,Phone,3 - Moderate,Catalog Task
Novelis,5/15/2016 02:28:00,8/19/2016 03:41:00,NE - Sierre,Status Check,IT Service Desk NE L1,Phone,3 - Normal,Incident
Novelis,11/30/2014 02:31:00,8/19/2016 03:55:00,NA - Ulsan,MS Office - Troubleshoot,IT Service Desk NA L1,Phone,3 - Normal,Incident
Novelis,2/24/2014 02:33:00,9/5/2016 12:09:00,NE - Goettingen,Feedback,ServiceNow Support L2,Self-service,3 - Normal,Incident
Novelis,12/4/2015 02:38:00,8/22/2016 06:46:00,NNA/Corp - Atlanta HQ,Pending - Response from user,IT App SAP-Security L2,Phone,3 - Normal,Incident
Novelis,12/6/2015 02:39:00,8/19/2016 02:48:00,NE - Sierre,SAP - Password Reset (Others),IT Service Desk NE L1,Phone,3 - Normal,Incident
Novelis,5/4/2015 02:47:00,8/23/2016 14:35:00,NE - Ohle,Non IT Questions,ServiceNow Support L2,Phone,2 - Urgent,Incident
Novelis,6/7/2014 02:47:00,8/19/2016 02:51:00,NNA/Corp - Atlanta HQ,Service Request,IT App NNA Cap Forms L2,Phone,3 - Normal,Incident
Novelis,9/23/2015 02:51:00,8/19/2016 02:56:00,NNA/Corp - Atlanta HQ,VPN - Add Credentials,IT Service Desk NNA L1,Phone,3 - Normal,Incident
Novelis,8/8/2014 03:05:00,8/22/2016 07:15:00,NE - Sierre,Shared Folder: Creation and Access Request ,IT Active Directory L2,Phone,3 - Moderate,Catalog Task
Novelis,1/19/2014 03:09:00,8/22/2016 10:07:00,NNA/Corp - Atlanta HQ,Citrix ? All other issues,IT Incident Coordinator NNA L2,Phone,2 - Urgent,Incident
Novelis,7/2/2015 03:12:00,8/19/2016 03:17:00,NA - Ulsan,Status Check Incident,IT Service Desk NA L1,Phone,3 - Normal,Incident
Novelis,1/23/2014 03:17:00,8/19/2016 06:11:00,NE - Zurich,Active Directory Group Access,IT Active Directory L2,Phone,3 - Normal,Incident
Novelis,6/29/2014 03:28:00,8/19/2016 10:16:00,NNA/Corp - Atlanta HQ,Service Request,IT App NNA Cap Forms L2,Phone,3 - Normal,Incident
Novelis,2/27/2016 03:31:00,8/19/2016 03:33:00,NNA - Oswego,SAP Access Assignment Request,IT App SAP-Security L2,Phone,3 - Moderate,Catalog Task
Novelis,5/17/2014 03:33:00,8/19/2016 03:34:00,NNA - Oswego,SAP Access Assignment Request,IT App SAP-Security L2,Phone,3 - Moderate,Catalog Task
Novelis,7/30/2015 03:38:00,8/19/2016 09:27:00,NNA/Corp - Atlanta HQ,Service Request,IT App NNA Cap Shopfloor L2,Phone,3 - Normal,Incident
Novelis,11/28/2014 03:39:00,8/19/2016 05:18:00,NNA/Corp - Atlanta HQ,Service Request,IT App NNA Cap Repository L2,Phone,3 - Normal,Incident
Novelis,1/26/2016 03:39:00,8/19/2016 03:53:00,NE - Goettingen,Novelis Specific Software - Access/Permi,IT Service Desk NE L1,Phone,3 - Normal,Incident
Novelis,12/10/2014 03:40:00,8/26/2016 04:07:00,NNA/Corp - Atlanta HQ,Novelis Specific Software - Software Iss,IT Incident Coordinator NNA L2,Self-service,2 - Urgent,Incident
Novelis,8/1/2015 03:41:00,8/19/2016 09:31:00,NNA/Corp - Atlanta HQ,Service Request,IT App NNA Cap Forms L2,Phone,3 - Normal,Incident
Novelis,9/2/2015 03:41:00,8/19/2016 04:03:00,NE - Stuttgart,MS Office - All Other Issues,IT Service Desk NE L1,Self-service,3 - Normal,Incident
Novelis,1/23/2015 03:43:00,8/19/2016 03:50:00,NA - Ulsan,Status Check Incident,IT Service Desk NA L1,Phone,3 - Normal,Incident
Novelis,4/28/2016 03:44:00,8/19/2016 06:10:00,NNA/Corp - Atlanta HQ,Technical Support - Technical analysis,IT App NNA Cap Other L2,Self-service,3 - Normal,Incident
Novelis,3/11/2015 03:52:00,8/19/2016 11:34:00,NE - Goettingen,Shared Folder: Creation and Access Request ,IT Active Directory L2,Phone,3 - Moderate,Catalog Task
Novelis,1/26/2015 03:58:00,8/19/2016 05:24:00,NNA/Corp - Atlanta HQ,Service Request,IT App NNA Cap Repository L2,Phone,3 - Normal,Incident
Novelis,7/4/2016 04:02:00,8/19/2016 10:39:00,NNA - Oswego,Metal Materials,SAP Manufacturing Master Data Team,Phone,3 - Moderate,Catalog Task
Novelis,11/8/2014 04:06:00,8/19/2016 11:54:00,NNA/Corp - Atlanta HQ,Service Request,IT App NNA Cap Forms L2,Self-service,3 - Normal,Incident
Novelis,9/20/2015 04:06:00,8/19/2016 08:03:00,NNA/Corp - Atlanta HQ,Security - Authorization,IT App SAP-Security L2,Phone,3 - Normal,Incident
Novelis,6/20/2015 04:08:00,8/19/2016 04:10:00,NA - Seoul,Software Install,IT Service Desk NA L1,Phone,3 - Normal,Incident
Novelis,12/29/2014 04:14:00,8/19/2016 11:26:00,NNA - Novi,Metal Materials,SAP Oswego Plant Controllers,Phone,3 - Moderate,Catalog Task
Novelis,6/3/2016 04:16:00,9/1/2016 07:15:00,NE - Stuttgart,MS Office - All Other Issues,IT Desktop Dispatch NE L2,Phone,3 - Normal,Incident
Novelis,3/12/2014 04:23:00,8/19/2016 12:47:00,NA - Ulsan,Office 365 Distribution List Changes,IT Messaging L2,Phone,3 - Moderate,Catalog Task
Novelis,8/6/2014 04:25:00,8/19/2016 11:26:00,NNA - Kennesaw R&T,Lotus Notes ID+PWD,IT Messaging L2,Phone,3 - Moderate,Catalog Task
Novelis,1/12/2014 04:31:00,8/19/2016 04:43:00,NNA/Corp - Atlanta HQ,Active Directory Group Access,IT Active Directory L2,Phone,3 - Normal,Incident
Novelis,11/28/2015 04:38:00,8/19/2016 11:40:00,NNA/Corp - Atlanta HQ,Metal Materials,SAP Oswego Plant Controllers,Phone,3 - Moderate,Catalog Task
Novelis,6/19/2015 04:42:00,8/22/2016 08:13:00,NSA - Pinda,Oracle - All Other Issues,IT App NSA Oracle Upgrade L2,Phone,3 - Normal,Incident
Novelis,9/22/2014 04:56:00,8/19/2016 05:00:00,NE - Goettingen,Status Check Request,IT Service Desk NE L1,Phone,3 - Normal,Incident
Novelis,4/19/2014 04:58:00,8/19/2016 05:03:00,NNA/Corp - Atlanta HQ,Novelis Specific Software - Password Res,IT Service Desk NNA L1,Phone,3 - Normal,Incident
Novelis,9/23/2014 05:01:00,8/19/2016 14:02:00,NNA/Corp - Atlanta HQ,Service Request,IT App NNA Cap Package L2,Phone,3 - Normal,Incident
Novelis,11/26/2015 05:09:00,8/19/2016 05:13:00,NNA/Corp - Atlanta HQ,Status Check Incident,IT Service Desk NNA L1,Chat,4 - Low,Incident
Novelis,8/13/2014 05:12:00,8/25/2016 05:37:00,NE - Sierre,Desktop,IT Desktop Sierre L2,Phone,3 - Moderate,Catalog Task
Novelis,11/17/2015 05:13:00,8/19/2016 05:23:00,NSA - Pinda,Novelis Specific Software - Data Issue,IT Service Desk NSA L1,Phone,3 - Normal,Incident
Novelis,7/28/2016 05:14:00,8/25/2016 05:38:00,NE - Sierre,Desktop,IT Desktop Sierre L2,Phone,3 - Moderate,Catalog Task
Novelis,7/29/2014 05:16:00,8/19/2016 05:55:00,NE - Sierre,Peripherals,IT Desktop Sierre L2,Phone,3 - Moderate,Catalog Task
Novelis,1/9/2016 05:19:00,8/24/2016 12:29:00,NE - Sierre,Laptop / Tablet,IT Service Desk NNA L1,Phone,3 - Moderate,Catalog Task
Novelis,3/19/2014 05:22:00,8/19/2016 13:28:00,NNA/Corp - Atlanta HQ,Software Request,IT APP Global SAP L2,Phone,4 - Low,Incident
Novelis,8/8/2016 05:28:00,8/19/2016 08:54:00,NE - Ohle,Email - Spam/Phishing Email,IT Messaging L2,Email,3 - Normal,Incident
Novelis,11/3/2014 05:38:00,8/19/2016 10:30:00,NSA - Pinda,Oracle - All Other Issues,IT Desktop Pinda L2,Phone,3 - Normal,Incident
Novelis,12/28/2014 05:43:00,8/24/2016 06:22:00,,Network Device Issue,IT VoIP L2,Phone,2 - Urgent,Incident
Novelis,8/28/2015 05:51:00,8/19/2016 06:00:00,NNA/Corp - Atlanta HQ,Service Request Creation,IT Service Desk NNA L1,Phone,3 - Normal,Incident
Novelis,1/2/2014 05:54:00,8/19/2016 10:17:00,NNA/Corp - Atlanta HQ,Service Request,IT App NNA Cap Package L2,Phone,3 - Normal,Incident
Novelis,9/7/2014 05:59:00,8/19/2016 08:43:00,NNA/Corp - Atlanta HQ,Service Request,IT App NNA Cap Analytics Rep L2,Phone,3 - Normal,Incident
Novelis,6/22/2016 06:04:00,8/22/2016 10:35:00,NE - Goettingen,SAP Access Request,IT App SAP-Security L2,Phone,3 - Moderate,Catalog Task
Novelis,10/27/2014 06:04:00,8/22/2016 10:34:00,NE - Goettingen,SAP Access Request,IT App SAP-Security L2,Phone,3 - Moderate,Catalog Task
Novelis,10/3/2015 06:05:00,8/19/2016 08:06:00,NE - Goettingen,SAP - All other issues,IT App NE Goettingen Legacy SAP L2,Phone,3 - Normal,Incident
Novelis,9/7/2014 06:10:00,8/19/2016 06:19:00,NSA - Pinda,Outlook - Configuration,IT Service Desk NSA L1,Phone,3 - Normal,Incident
Novelis,11/26/2014 06:12:00,8/19/2016 10:46:00,NNA - Oswego,Transfer Pricing,SAP Administrative Master Data Team,Phone,3 - Moderate,Catalog Task
Novelis,5/29/2016 06:12:00,8/19/2016 06:16:00,NSA - Utinga,Software Install,IT Service Desk NSA L1,Phone,3 - Normal,Incident
Novelis,4/13/2015 06:21:00,8/24/2016 16:20:00,NSA - Pinda,Novelis Specific Software - Data Issue,IT App NSA Design to Deploy L2,Phone,3 - Normal,Incident
Novelis,6/8/2015 06:21:00,8/19/2016 06:24:00,NNA/Corp - Atlanta HQ,Service Request Creation,IT Service Desk NNA L1,Phone,3 - Normal,Incident
Novelis,1/22/2014 06:24:00,8/22/2016 09:58:00,NSA - Pinda,Oracle - All Other Issues,IT Service Desk NSA L1,Phone,3 - Normal,Incident
Novelis,8/2/2016 06:27:00,8/22/2016 09:24:00,NSA - Ouro Preto,Active Directory - Account Disabled,IT Service Desk NSA L1,Phone,3 - Normal,Incident
Novelis,2/8/2016 06:32:00,8/26/2016 15:22:00,NSA - Pinda,Oracle - All Other Issues,IT App NSA Oracle Upgrade L2,Phone,3 - Normal,Incident
Novelis,4/3/2016 06:34:00,1/1/1900 00:00:00,NSA - Pinda,Office 365 Mail User Changes,IT Messaging L2,Phone,3 - Moderate,Catalog Task
Novelis,8/20/2014 06:37:00,8/19/2016 07:17:00,NE - Goettingen,SAP - Password Reset (Others),IT Service Desk NE L1,Phone,3 - Normal,Incident
Novelis,4/2/2016 06:42:00,8/22/2016 09:22:00,NE - Sierre,Software Installation Request,IT SCCM Software Distribution Service Desk L2,Phone,3 - Moderate,Catalog Task
Novelis,4/20/2014 06:43:00,8/19/2016 06:47:00,NA - Ulsan,MS Office - All Other Issues,IT Service Desk NA L1,Phone,3 - Normal,Incident
Novelis,2/3/2015 06:48:00,8/19/2016 06:53:00,NNA/Corp - Atlanta HQ,Virus / Malware - All issues,IT Security L2,Phone,3 - Normal,Incident
Novelis,7/4/2014 06:52:00,8/19/2016 07:13:00,NNA/Corp - Atlanta HQ,VPN Access Request New,IT Security NEW VPN Access Request L2,Phone,3 - Moderate,Catalog Task
Novelis,1/29/2016 06:55:00,8/19/2016 08:29:00,NNA/Corp - Atlanta HQ,Active Directory Group Request,IT Active Directory L2,Phone,3 - Moderate,Catalog Task
Novelis,5/11/2014 06:55:00,8/19/2016 07:06:00,NE - Goettingen,SAP - Password Reset (Others),IT Service Desk NE L1,Phone,3 - Normal,Incident
Novelis,2/20/2014 06:57:00,8/19/2016 10:22:00,NE - Sierre,Software Installation Request,IT SCCM Software Distribution Service Desk L2,Phone,3 - Moderate,Catalog Task
Novelis,3/11/2014 06:58:00,8/22/2016 12:45:00,NSA - Pinda,Oracle - All Other Issues,IT App NSA Plan to Produce L2,Phone,3 - Normal,Incident
Novelis,3/27/2016 06:58:00,8/19/2016 08:59:00,NNA/Corp - Atlanta HQ,Active Directory Group Request,IT Active Directory L2,Phone,3 - Moderate,Catalog Task
Novelis,1/17/2015 06:58:00,8/19/2016 08:51:00,NE - Bresso,Active Directory Group Request,IT Active Directory L2,Phone,3 - Moderate,Catalog Task
Novelis,3/6/2016 06:58:00,8/19/2016 08:47:00,NNA/Corp - Atlanta HQ,Active Directory Group Request,IT Active Directory L2,Phone,3 - Moderate,Catalog Task
Novelis,10/21/2015 06:58:00,8/19/2016 07:20:00,NSA - Campinas (Collection Center),Novelis Specific Software - Configuration,IT Service Desk NSA L1,Phone,3 - Normal,Incident
